date,title,kws,loc,org,per,content
2022-01-31,Article sur Économie et Économie,['Économie'],"['Paris', 'Dakar']",[],['Von der Leyen'],"Ceci est un article fictif parlant de Économie à Paris, Dakar."
2022-08-22,Article sur Santé et Santé,"['Santé', 'Environnement', 'Santé']","['Berlin', 'Washington']",[],[],"Ceci est un article fictif parlant de Santé, Environnement, Santé à Berlin, Washington."
2022-07-31,Article sur Culture et Politique,"['Culture', 'Politique']","['Moscou', 'Alger']","['Google', 'OTAN']","['Biden', 'Xi Jinping']","Ceci est un article fictif parlant de Culture, Politique à Moscou, Alger."
2023-05-02,Article sur Politique et Sport,"['Politique', 'Environnement', 'Sport']","['Bruxelles', 'Londres', 'Paris']",[],['Zelensky'],"Ceci est un article fictif parlant de Politique, Environnement, Sport à Bruxelles, Londres, Paris."
2023-10-26,Article sur Politique et Politique,['Politique'],"['Dakar', 'Pékin', 'Washington']",[],['Poutine'],"Ceci est un article fictif parlant de Politique à Dakar, Pékin, Washington."
2022-09-25,Article sur Économie et Environnement,"['Économie', 'Environnement']","['Moscou', 'Pékin']","['UE', 'Tesla']",[],"Ceci est un article fictif parlant de Économie, Environnement à Moscou, Pékin."
2022-08-06,Article sur Santé et Culture,"['Santé', 'Culture']",['Washington'],[],"['Biden', 'Musk']","Ceci est un article fictif parlant de Santé, Culture à Washington."
2022-11-11,Article sur Technologie et Politique,"['Technologie', 'Économie', 'Politique']","['Berlin', 'Dakar', 'Bruxelles']","['OMS', 'Google']",['Mbappé'],"Ceci est un article fictif parlant de Technologie, Économie, Politique à Berlin, Dakar, Bruxelles."
2022-12-05,Article sur Politique et Politique,"['Politique', 'Politique']","['Paris', 'Moscou', 'Dakar']",['OTAN'],[],"Ceci est un article fictif parlant de Politique, Politique à Paris, Moscou, Dakar."
2022-02-06,Article sur Politique et Économie,"['Politique', 'Environnement', 'Économie']","['Alger', 'Pékin', 'Berlin']",[],"['Musk', 'Biden']","Ceci est un article fictif parlant de Politique, Environnement, Économie à Alger, Pékin, Berlin."
2023-04-07,Article sur Santé et Culture,"['Santé', 'Santé', 'Culture']","['Dakar', 'Washington']",['Sanofi'],['Mbappé'],"Ceci est un article fictif parlant de Santé, Santé, Culture à Dakar, Washington."
2022-06-23,Article sur Économie et Technologie,"['Économie', 'Économie', 'Technologie']","['Londres', 'Bruxelles']",['Google'],[],"Ceci est un article fictif parlant de Économie, Économie, Technologie à Londres, Bruxelles."
2023-10-30,Article sur Environnement et Sport,"['Environnement', 'Politique', 'Sport']","['Berlin', 'Pékin', 'Washington']",['Total'],"['Musk', 'Mbappé']","Ceci est un article fictif parlant de Environnement, Politique, Sport à Berlin, Pékin, Washington."
2023-09-24,Article sur Sport et Culture,"['Sport', 'Culture']",['Moscou'],"['OTAN', 'Tesla']",[],"Ceci est un article fictif parlant de Sport, Culture à Moscou."
2023-11-27,Article sur Économie et Culture,"['Économie', 'Culture']","['Berlin', 'Bruxelles', 'Dakar']",[],"['Xi Jinping', 'Macron']","Ceci est un article fictif parlant de Économie, Culture à Berlin, Bruxelles, Dakar."
2022-08-22,Article sur Sport et Technologie,"['Sport', 'Sport', 'Technologie']","['Londres', 'Alger', 'Dakar']",[],"['Zelensky', 'Von der Leyen']","Ceci est un article fictif parlant de Sport, Sport, Technologie à Londres, Alger, Dakar."
2022-01-03,Article sur Technologie et Politique,"['Technologie', 'Environnement', 'Politique']",['Pékin'],['Google'],"['Macron', 'Musk']","Ceci est un article fictif parlant de Technologie, Environnement, Politique à Pékin."
2022-06-27,Article sur Politique et Politique,['Politique'],"['Dakar', 'Moscou', 'Washington']","['OTAN', 'FMI']",[],"Ceci est un article fictif parlant de Politique à Dakar, Moscou, Washington."
2023-07-31,Article sur Sport et Sport,['Sport'],['Pékin'],"['UE', 'Tesla']","['Biden', 'Zelensky']",Ceci est un article fictif parlant de Sport à Pékin.
2022-05-26,Article sur Environnement et Environnement,['Environnement'],"['Pékin', 'Dakar']","['Google', 'Total']",['Poutine'],"Ceci est un article fictif parlant de Environnement à Pékin, Dakar."
2023-06-18,Article sur Culture et Environnement,"['Culture', 'Environnement']",['Alger'],['ONU'],[],"Ceci est un article fictif parlant de Culture, Environnement à Alger."
2022-12-19,Article sur Économie et Économie,['Économie'],"['Bruxelles', 'Dakar']","['Total', 'OMS']",['Macron'],"Ceci est un article fictif parlant de Économie à Bruxelles, Dakar."
2023-03-31,Article sur Économie et Sport,"['Économie', 'Sport']","['Bruxelles', 'Washington', 'Alger']",[],['Xi Jinping'],"Ceci est un article fictif parlant de Économie, Sport à Bruxelles, Washington, Alger."
2023-03-16,Article sur Culture et Santé,"['Culture', 'Culture', 'Santé']","['Washington', 'Berlin']",[],"['Zelensky', 'Von der Leyen']","Ceci est un article fictif parlant de Culture, Culture, Santé à Washington, Berlin."
2022-10-24,Article sur Sport et Économie,"['Sport', 'Économie']",['Londres'],['OMS'],"['Macron', 'Zelensky']","Ceci est un article fictif parlant de Sport, Économie à Londres."
2022-07-30,Article sur Économie et Économie,"['Économie', 'Économie']",['Moscou'],['FMI'],['Mbappé'],"Ceci est un article fictif parlant de Économie, Économie à Moscou."
2023-11-07,Article sur Sport et Politique,"['Sport', 'Politique']","['Londres', 'Paris']",['FMI'],[],"Ceci est un article fictif parlant de Sport, Politique à Londres, Paris."
2023-02-03,Article sur Sport et Sport,['Sport'],['Berlin'],['OTAN'],[],Ceci est un article fictif parlant de Sport à Berlin.
2023-07-13,Article sur Sport et Sport,['Sport'],"['Londres', 'Dakar', 'Moscou']",[],"['Biden', 'Zelensky']","Ceci est un article fictif parlant de Sport à Londres, Dakar, Moscou."
2023-09-18,Article sur Culture et Environnement,"['Culture', 'Économie', 'Environnement']","['Bruxelles', 'Londres', 'Paris']",['UE'],['Musk'],"Ceci est un article fictif parlant de Culture, Économie, Environnement à Bruxelles, Londres, Paris."
2022-09-15,Article sur Politique et Culture,"['Politique', 'Culture']","['Pékin', 'Berlin']","['Sanofi', 'OMS']",['Xi Jinping'],"Ceci est un article fictif parlant de Politique, Culture à Pékin, Berlin."
2022-10-09,Article sur Santé et Politique,"['Santé', 'Politique']","['Londres', 'Pékin', 'Washington']",['Sanofi'],"['Mbappé', 'Musk']","Ceci est un article fictif parlant de Santé, Politique à Londres, Pékin, Washington."
2023-08-26,Article sur Santé et Santé,['Santé'],['Washington'],['Total'],"['Von der Leyen', 'Zelensky']",Ceci est un article fictif parlant de Santé à Washington.
2022-06-03,Article sur Environnement et Technologie,"['Environnement', 'Technologie']","['Paris', 'Moscou']",['FMI'],"['Musk', 'Von der Leyen']","Ceci est un article fictif parlant de Environnement, Technologie à Paris, Moscou."
2022-02-23,Article sur Technologie et Sport,"['Technologie', 'Sport']",['Paris'],[],['Poutine'],"Ceci est un article fictif parlant de Technologie, Sport à Paris."
2023-09-24,Article sur Environnement et Environnement,['Environnement'],['Londres'],"['OMS', 'Tesla']",['Mbappé'],Ceci est un article fictif parlant de Environnement à Londres.
2023-09-25,Article sur Technologie et Économie,"['Technologie', 'Économie']","['Washington', 'Berlin', 'Paris']",['UE'],['Musk'],"Ceci est un article fictif parlant de Technologie, Économie à Washington, Berlin, Paris."
2023-02-17,Article sur Culture et Environnement,"['Culture', 'Politique', 'Environnement']",['Alger'],['OMS'],[],"Ceci est un article fictif parlant de Culture, Politique, Environnement à Alger."
2023-10-28,Article sur Culture et Culture,['Culture'],"['Dakar', 'Washington', 'Moscou']",[],[],"Ceci est un article fictif parlant de Culture à Dakar, Washington, Moscou."
2023-08-07,Article sur Technologie et Technologie,"['Technologie', 'Environnement', 'Technologie']","['Pékin', 'Londres', 'Bruxelles']","['Sanofi', 'OMS']","['Poutine', 'Xi Jinping']","Ceci est un article fictif parlant de Technologie, Environnement, Technologie à Pékin, Londres, Bruxelles."
2022-04-18,Article sur Économie et Politique,"['Économie', 'Culture', 'Politique']","['Moscou', 'Dakar', 'Paris']",[],['Zelensky'],"Ceci est un article fictif parlant de Économie, Culture, Politique à Moscou, Dakar, Paris."
2023-05-19,Article sur Politique et Politique,['Politique'],"['Moscou', 'Berlin', 'Londres']","['OMS', 'ONU']",[],"Ceci est un article fictif parlant de Politique à Moscou, Berlin, Londres."
2023-10-29,Article sur Économie et Culture,"['Économie', 'Culture']","['Londres', 'Washington']",[],[],"Ceci est un article fictif parlant de Économie, Culture à Londres, Washington."
2023-06-13,Article sur Technologie et Technologie,"['Technologie', 'Sport', 'Technologie']","['Londres', 'Berlin']",['Sanofi'],"['Biden', 'Poutine']","Ceci est un article fictif parlant de Technologie, Sport, Technologie à Londres, Berlin."
2022-06-27,Article sur Santé et Économie,"['Santé', 'Culture', 'Économie']","['Paris', 'Alger']",['ONU'],['Musk'],"Ceci est un article fictif parlant de Santé, Culture, Économie à Paris, Alger."
2023-10-06,Article sur Technologie et Technologie,['Technologie'],['Moscou'],[],[],Ceci est un article fictif parlant de Technologie à Moscou.
2023-04-03,Article sur Culture et Politique,"['Culture', 'Sport', 'Politique']","['Berlin', 'Pékin']",['Google'],"['Mbappé', 'Poutine']","Ceci est un article fictif parlant de Culture, Sport, Politique à Berlin, Pékin."
2023-10-31,Article sur Culture et Environnement,"['Culture', 'Environnement']","['Moscou', 'Paris']","['Total', 'Sanofi']","['Macron', 'Mbappé']","Ceci est un article fictif parlant de Culture, Environnement à Moscou, Paris."
2023-09-02,Article sur Culture et Culture,['Culture'],"['Bruxelles', 'Londres']",['UE'],[],"Ceci est un article fictif parlant de Culture à Bruxelles, Londres."
2023-11-06,Article sur Économie et Économie,"['Économie', 'Économie']","['Paris', 'Dakar']",[],[],"Ceci est un article fictif parlant de Économie, Économie à Paris, Dakar."
2022-05-15,Article sur Technologie et Politique,"['Technologie', 'Économie', 'Politique']",['Alger'],['Sanofi'],[],"Ceci est un article fictif parlant de Technologie, Économie, Politique à Alger."
2023-08-30,Article sur Économie et Économie,['Économie'],"['Bruxelles', 'Alger']","['ONU', 'Google']",['Macron'],"Ceci est un article fictif parlant de Économie à Bruxelles, Alger."
2022-07-07,Article sur Environnement et Politique,"['Environnement', 'Économie', 'Politique']","['Washington', 'Pékin', 'Moscou']",['OMS'],['Biden'],"Ceci est un article fictif parlant de Environnement, Économie, Politique à Washington, Pékin, Moscou."
2023-05-18,Article sur Sport et Sport,"['Sport', 'Sport']","['Berlin', 'Pékin']",['Google'],[],"Ceci est un article fictif parlant de Sport, Sport à Berlin, Pékin."
2022-09-01,Article sur Sport et Environnement,"['Sport', 'Santé', 'Environnement']","['Pékin', 'Berlin']","['OMS', 'Tesla']",[],"Ceci est un article fictif parlant de Sport, Santé, Environnement à Pékin, Berlin."
2022-10-19,Article sur Politique et Politique,['Politique'],"['Bruxelles', 'Washington']","['OTAN', 'UE']","['Musk', 'Von der Leyen']","Ceci est un article fictif parlant de Politique à Bruxelles, Washington."
2023-11-03,Article sur Sport et Économie,"['Sport', 'Économie']","['Londres', 'Bruxelles', 'Moscou']",[],['Zelensky'],"Ceci est un article fictif parlant de Sport, Économie à Londres, Bruxelles, Moscou."
2023-07-24,Article sur Sport et Culture,"['Sport', 'Santé', 'Culture']","['Londres', 'Paris']",[],['Zelensky'],"Ceci est un article fictif parlant de Sport, Santé, Culture à Londres, Paris."
2022-01-10,Article sur Culture et Culture,['Culture'],"['Londres', 'Washington', 'Pékin']",[],[],"Ceci est un article fictif parlant de Culture à Londres, Washington, Pékin."
2022-02-24,Article sur Culture et Sport,"['Culture', 'Culture', 'Sport']","['Bruxelles', 'Londres']",['UE'],[],"Ceci est un article fictif parlant de Culture, Culture, Sport à Bruxelles, Londres."
2023-05-25,Article sur Santé et Environnement,"['Santé', 'Sport', 'Environnement']","['Dakar', 'Berlin', 'Bruxelles']","['FMI', 'Google']",[],"Ceci est un article fictif parlant de Santé, Sport, Environnement à Dakar, Berlin, Bruxelles."
2023-02-02,Article sur Technologie et Sport,"['Technologie', 'Sport']","['Paris', 'Londres', 'Bruxelles']",['FMI'],"['Zelensky', 'Mbappé']","Ceci est un article fictif parlant de Technologie, Sport à Paris, Londres, Bruxelles."
2022-12-30,Article sur Sport et Sport,['Sport'],"['Berlin', 'Pékin']",[],[],"Ceci est un article fictif parlant de Sport à Berlin, Pékin."
2022-01-03,Article sur Environnement et Culture,"['Environnement', 'Culture']","['Dakar', 'Berlin']","['Sanofi', 'Total']",['Biden'],"Ceci est un article fictif parlant de Environnement, Culture à Dakar, Berlin."
2023-05-15,Article sur Économie et Politique,"['Économie', 'Politique']",['Londres'],"['Google', 'OTAN']",['Xi Jinping'],"Ceci est un article fictif parlant de Économie, Politique à Londres."
2023-06-25,Article sur Culture et Environnement,"['Culture', 'Technologie', 'Environnement']","['Berlin', 'Dakar', 'Londres']","['OTAN', 'Tesla']",['Macron'],"Ceci est un article fictif parlant de Culture, Technologie, Environnement à Berlin, Dakar, Londres."
2023-07-20,Article sur Santé et Technologie,"['Santé', 'Technologie']","['Moscou', 'Bruxelles', 'Londres']","['OTAN', 'Tesla']","['Zelensky', 'Von der Leyen']","Ceci est un article fictif parlant de Santé, Technologie à Moscou, Bruxelles, Londres."
2023-11-26,Article sur Sport et Sport,['Sport'],['Alger'],['FMI'],"['Biden', 'Zelensky']",Ceci est un article fictif parlant de Sport à Alger.
2023-06-08,Article sur Environnement et Technologie,"['Environnement', 'Technologie']","['Moscou', 'Pékin']",[],[],"Ceci est un article fictif parlant de Environnement, Technologie à Moscou, Pékin."
2023-10-29,Article sur Économie et Santé,"['Économie', 'Environnement', 'Santé']","['Pékin', 'Moscou']",['OTAN'],[],"Ceci est un article fictif parlant de Économie, Environnement, Santé à Pékin, Moscou."
2022-12-15,Article sur Économie et Économie,['Économie'],"['Washington', 'Alger']",['UE'],[],"Ceci est un article fictif parlant de Économie à Washington, Alger."
2023-04-20,Article sur Environnement et Économie,"['Environnement', 'Santé', 'Économie']","['Paris', 'Washington', 'Moscou']",['OTAN'],[],"Ceci est un article fictif parlant de Environnement, Santé, Économie à Paris, Washington, Moscou."
2022-07-20,Article sur Santé et Santé,['Santé'],"['Dakar', 'Moscou', 'Alger']",[],[],"Ceci est un article fictif parlant de Santé à Dakar, Moscou, Alger."
2022-04-28,Article sur Culture et Sport,"['Culture', 'Sport']","['Paris', 'Londres', 'Dakar']","['UE', 'OMS']",['Von der Leyen'],"Ceci est un article fictif parlant de Culture, Sport à Paris, Londres, Dakar."
2023-05-07,Article sur Sport et Santé,"['Sport', 'Politique', 'Santé']","['Berlin', 'Bruxelles']","['Google', 'OTAN']",[],"Ceci est un article fictif parlant de Sport, Politique, Santé à Berlin, Bruxelles."
2022-01-05,Article sur Économie et Technologie,"['Économie', 'Politique', 'Technologie']","['Dakar', 'Paris']",[],"['Zelensky', 'Mbappé']","Ceci est un article fictif parlant de Économie, Politique, Technologie à Dakar, Paris."
2023-09-03,Article sur Politique et Politique,['Politique'],"['Londres', 'Pékin']","['OTAN', 'UE']","['Musk', 'Biden']","Ceci est un article fictif parlant de Politique à Londres, Pékin."
2023-11-12,Article sur Sport et Sport,['Sport'],"['Bruxelles', 'Alger']","['UE', 'ONU']","['Von der Leyen', 'Macron']","Ceci est un article fictif parlant de Sport à Bruxelles, Alger."
2023-08-02,Article sur Environnement et Environnement,['Environnement'],['Moscou'],[],[],Ceci est un article fictif parlant de Environnement à Moscou.
2022-10-26,Article sur Sport et Culture,"['Sport', 'Culture']",['Alger'],"['FMI', 'OTAN']","['Zelensky', 'Xi Jinping']","Ceci est un article fictif parlant de Sport, Culture à Alger."
2023-03-25,Article sur Santé et Santé,"['Santé', 'Culture', 'Santé']",['Alger'],[],['Macron'],"Ceci est un article fictif parlant de Santé, Culture, Santé à Alger."
2022-01-30,Article sur Technologie et Technologie,['Technologie'],"['Alger', 'Paris', 'Dakar']",['UE'],[],"Ceci est un article fictif parlant de Technologie à Alger, Paris, Dakar."
2023-02-27,Article sur Économie et Économie,['Économie'],"['Alger', 'Bruxelles', 'Washington']",[],[],"Ceci est un article fictif parlant de Économie à Alger, Bruxelles, Washington."
2022-03-28,Article sur Culture et Culture,['Culture'],"['Berlin', 'Bruxelles']",['Sanofi'],"['Xi Jinping', 'Mbappé']","Ceci est un article fictif parlant de Culture à Berlin, Bruxelles."
2023-07-28,Article sur Environnement et Environnement,['Environnement'],"['Londres', 'Pékin']",['FMI'],['Xi Jinping'],"Ceci est un article fictif parlant de Environnement à Londres, Pékin."
2023-11-06,Article sur Santé et Politique,"['Santé', 'Sport', 'Politique']","['Paris', 'Dakar']",['OTAN'],['Musk'],"Ceci est un article fictif parlant de Santé, Sport, Politique à Paris, Dakar."
2022-11-26,Article sur Politique et Politique,['Politique'],"['Berlin', 'Moscou']",['UE'],[],"Ceci est un article fictif parlant de Politique à Berlin, Moscou."
2023-09-02,Article sur Politique et Politique,['Politique'],"['Bruxelles', 'Pékin']",[],[],"Ceci est un article fictif parlant de Politique à Bruxelles, Pékin."
2023-05-04,Article sur Santé et Sport,"['Santé', 'Sport']","['Washington', 'Moscou', 'Alger']","['UE', 'FMI']","['Macron', 'Mbappé']","Ceci est un article fictif parlant de Santé, Sport à Washington, Moscou, Alger."
2022-01-27,Article sur Technologie et Culture,"['Technologie', 'Culture']","['Pékin', 'Moscou']",['Sanofi'],"['Biden', 'Mbappé']","Ceci est un article fictif parlant de Technologie, Culture à Pékin, Moscou."
2022-01-07,Article sur Économie et Technologie,"['Économie', 'Technologie']","['Alger', 'Washington', 'Berlin']","['UE', 'OMS']",['Xi Jinping'],"Ceci est un article fictif parlant de Économie, Technologie à Alger, Washington, Berlin."
2022-04-20,Article sur Politique et Culture,"['Politique', 'Politique', 'Culture']","['Londres', 'Dakar']",['FMI'],['Mbappé'],"Ceci est un article fictif parlant de Politique, Politique, Culture à Londres, Dakar."
2023-08-03,Article sur Sport et Santé,"['Sport', 'Santé']","['Washington', 'Alger']",[],['Von der Leyen'],"Ceci est un article fictif parlant de Sport, Santé à Washington, Alger."
2023-04-16,Article sur Économie et Sport,"['Économie', 'Culture', 'Sport']",['Paris'],"['OTAN', 'Tesla']",[],"Ceci est un article fictif parlant de Économie, Culture, Sport à Paris."
2022-12-16,Article sur Technologie et Santé,"['Technologie', 'Politique', 'Santé']","['Bruxelles', 'Washington']","['ONU', 'FMI']","['Zelensky', 'Macron']","Ceci est un article fictif parlant de Technologie, Politique, Santé à Bruxelles, Washington."
2023-11-14,Article sur Technologie et Technologie,['Technologie'],"['Washington', 'Londres', 'Bruxelles']",['Total'],"['Zelensky', 'Von der Leyen']","Ceci est un article fictif parlant de Technologie à Washington, Londres, Bruxelles."
2023-01-26,Article sur Technologie et Santé,"['Technologie', 'Santé']",['Washington'],[],[],"Ceci est un article fictif parlant de Technologie, Santé à Washington."
2023-11-26,Article sur Environnement et Sport,"['Environnement', 'Sport']",['Moscou'],['ONU'],[],"Ceci est un article fictif parlant de Environnement, Sport à Moscou."
2022-09-04,Article sur Santé et Sport,"['Santé', 'Sport']",['Berlin'],[],[],"Ceci est un article fictif parlant de Santé, Sport à Berlin."
2022-06-08,Article sur Politique et Politique,['Politique'],"['Dakar', 'Londres', 'Berlin']","['Google', 'OMS']",[],"Ceci est un article fictif parlant de Politique à Dakar, Londres, Berlin."
2022-11-06,Article sur Économie et Économie,"['Économie', 'Politique', 'Économie']","['Bruxelles', 'Berlin', 'Washington']","['ONU', 'Tesla']",['Macron'],"Ceci est un article fictif parlant de Économie, Politique, Économie à Bruxelles, Berlin, Washington."
2022-06-06,Article sur Culture et Environnement,"['Culture', 'Technologie', 'Environnement']",['Moscou'],['Sanofi'],[],"Ceci est un article fictif parlant de Culture, Technologie, Environnement à Moscou."
2023-09-30,Article sur Économie et Sport,"['Économie', 'Sport']","['Dakar', 'Washington', 'Berlin']",[],"['Poutine', 'Zelensky']","Ceci est un article fictif parlant de Économie, Sport à Dakar, Washington, Berlin."
2023-07-14,Article sur Économie et Économie,"['Économie', 'Environnement', 'Économie']",['Moscou'],[],[],"Ceci est un article fictif parlant de Économie, Environnement, Économie à Moscou."
2022-07-25,Article sur Technologie et Technologie,['Technologie'],"['Moscou', 'Alger']",[],['Biden'],"Ceci est un article fictif parlant de Technologie à Moscou, Alger."
2022-12-27,Article sur Culture et Culture,"['Culture', 'Culture']","['Paris', 'Alger', 'Berlin']","['Sanofi', 'OTAN']",['Mbappé'],"Ceci est un article fictif parlant de Culture, Culture à Paris, Alger, Berlin."
2022-11-22,Article sur Sport et Environnement,"['Sport', 'Culture', 'Environnement']",['Paris'],"['Total', 'Sanofi']",['Mbappé'],"Ceci est un article fictif parlant de Sport, Culture, Environnement à Paris."
2022-11-26,Article sur Culture et Technologie,"['Culture', 'Technologie']",['Dakar'],[],['Zelensky'],"Ceci est un article fictif parlant de Culture, Technologie à Dakar."
2023-08-18,Article sur Politique et Sport,"['Politique', 'Sport']",['Dakar'],['OMS'],"['Musk', 'Zelensky']","Ceci est un article fictif parlant de Politique, Sport à Dakar."
2023-05-23,Article sur Technologie et Politique,"['Technologie', 'Culture', 'Politique']","['Berlin', 'Dakar']",['ONU'],[],"Ceci est un article fictif parlant de Technologie, Culture, Politique à Berlin, Dakar."
2022-05-02,Article sur Sport et Sport,['Sport'],"['Washington', 'Pékin']",['FMI'],[],"Ceci est un article fictif parlant de Sport à Washington, Pékin."
2023-03-30,Article sur Sport et Sport,['Sport'],['Londres'],[],"['Musk', 'Macron']",Ceci est un article fictif parlant de Sport à Londres.
2023-04-15,Article sur Politique et Économie,"['Politique', 'Culture', 'Économie']","['Berlin', 'Dakar', 'Pékin']",['OTAN'],['Xi Jinping'],"Ceci est un article fictif parlant de Politique, Culture, Économie à Berlin, Dakar, Pékin."
2023-10-22,Article sur Technologie et Santé,"['Technologie', 'Économie', 'Santé']",['Alger'],['Sanofi'],['Biden'],"Ceci est un article fictif parlant de Technologie, Économie, Santé à Alger."
2022-10-16,Article sur Économie et Économie,['Économie'],['Washington'],"['FMI', 'Total']","['Xi Jinping', 'Mbappé']",Ceci est un article fictif parlant de Économie à Washington.
2023-06-24,Article sur Culture et Culture,['Culture'],"['Bruxelles', 'Londres']","['Total', 'UE']","['Zelensky', 'Von der Leyen']","Ceci est un article fictif parlant de Culture à Bruxelles, Londres."
2023-03-12,Article sur Culture et Culture,['Culture'],['Dakar'],"['UE', 'OMS']",[],Ceci est un article fictif parlant de Culture à Dakar.
2022-01-24,Article sur Culture et Politique,"['Culture', 'Environnement', 'Politique']","['Alger', 'Berlin']","['Google', 'UE']",[],"Ceci est un article fictif parlant de Culture, Environnement, Politique à Alger, Berlin."
2022-02-27,Article sur Environnement et Santé,"['Environnement', 'Économie', 'Santé']","['Bruxelles', 'Moscou', 'Dakar']","['Total', 'ONU']","['Poutine', 'Von der Leyen']","Ceci est un article fictif parlant de Environnement, Économie, Santé à Bruxelles, Moscou, Dakar."
2023-11-08,Article sur Santé et Santé,['Santé'],"['Bruxelles', 'Dakar']",[],['Von der Leyen'],"Ceci est un article fictif parlant de Santé à Bruxelles, Dakar."
2022-03-21,Article sur Culture et Santé,"['Culture', 'Environnement', 'Santé']","['Londres', 'Pékin', 'Washington']","['UE', 'OTAN']","['Musk', 'Xi Jinping']","Ceci est un article fictif parlant de Culture, Environnement, Santé à Londres, Pékin, Washington."
2023-04-26,Article sur Culture et Culture,"['Culture', 'Culture']","['Paris', 'Londres']",['UE'],"['Mbappé', 'Musk']","Ceci est un article fictif parlant de Culture, Culture à Paris, Londres."
2022-09-27,Article sur Technologie et Technologie,['Technologie'],"['Washington', 'Londres', 'Pékin']","['FMI', 'Sanofi']",[],"Ceci est un article fictif parlant de Technologie à Washington, Londres, Pékin."
2023-01-04,Article sur Sport et Sport,['Sport'],['Pékin'],"['Total', 'Sanofi']","['Poutine', 'Mbappé']",Ceci est un article fictif parlant de Sport à Pékin.
2022-02-19,Article sur Économie et Technologie,"['Économie', 'Culture', 'Technologie']","['Moscou', 'Alger']",['Sanofi'],['Biden'],"Ceci est un article fictif parlant de Économie, Culture, Technologie à Moscou, Alger."
2023-01-22,Article sur Économie et Environnement,"['Économie', 'Économie', 'Environnement']",['Bruxelles'],"['ONU', 'UE']","['Macron', 'Von der Leyen']","Ceci est un article fictif parlant de Économie, Économie, Environnement à Bruxelles."
2022-01-13,Article sur Sport et Politique,"['Sport', 'Sport', 'Politique']",['Londres'],[],['Musk'],"Ceci est un article fictif parlant de Sport, Sport, Politique à Londres."
2023-03-16,Article sur Culture et Sport,"['Culture', 'Sport']","['Pékin', 'Alger', 'Berlin']",[],"['Musk', 'Macron']","Ceci est un article fictif parlant de Culture, Sport à Pékin, Alger, Berlin."
2022-08-25,Article sur Sport et Sport,['Sport'],"['Dakar', 'Pékin', 'Paris']","['Total', 'UE']","['Mbappé', 'Macron']","Ceci est un article fictif parlant de Sport à Dakar, Pékin, Paris."
2022-11-09,Article sur Environnement et Environnement,['Environnement'],['Washington'],['OMS'],[],Ceci est un article fictif parlant de Environnement à Washington.
2022-11-24,Article sur Économie et Économie,"['Économie', 'Santé', 'Économie']","['Pékin', 'Moscou']",[],[],"Ceci est un article fictif parlant de Économie, Santé, Économie à Pékin, Moscou."
2022-01-10,Article sur Environnement et Environnement,"['Environnement', 'Environnement']","['Alger', 'Bruxelles', 'Washington']","['UE', 'OTAN']",['Poutine'],"Ceci est un article fictif parlant de Environnement, Environnement à Alger, Bruxelles, Washington."
2022-12-04,Article sur Économie et Économie,"['Économie', 'Économie']","['Moscou', 'Pékin', 'Dakar']","['Google', 'UE']",[],"Ceci est un article fictif parlant de Économie, Économie à Moscou, Pékin, Dakar."
2023-05-21,Article sur Environnement et Environnement,['Environnement'],"['Alger', 'Paris']","['ONU', 'Total']","['Von der Leyen', 'Mbappé']","Ceci est un article fictif parlant de Environnement à Alger, Paris."
2022-07-04,Article sur Politique et Environnement,"['Politique', 'Politique', 'Environnement']","['Washington', 'Paris']",['Total'],['Von der Leyen'],"Ceci est un article fictif parlant de Politique, Politique, Environnement à Washington, Paris."
2023-08-19,Article sur Santé et Sport,"['Santé', 'Sport']",['Moscou'],['Sanofi'],[],"Ceci est un article fictif parlant de Santé, Sport à Moscou."
2023-04-15,Article sur Environnement et Politique,"['Environnement', 'Politique']",['Dakar'],"['UE', 'FMI']",[],"Ceci est un article fictif parlant de Environnement, Politique à Dakar."
2023-10-23,Article sur Économie et Culture,"['Économie', 'Culture']","['Alger', 'Berlin']","['Google', 'Sanofi']",['Mbappé'],"Ceci est un article fictif parlant de Économie, Culture à Alger, Berlin."
2023-05-01,Article sur Technologie et Culture,"['Technologie', 'Sport', 'Culture']",['Dakar'],['FMI'],['Biden'],"Ceci est un article fictif parlant de Technologie, Sport, Culture à Dakar."
2022-08-05,Article sur Politique et Politique,"['Politique', 'Santé', 'Politique']","['Paris', 'Dakar', 'Alger']","['FMI', 'Sanofi']",['Xi Jinping'],"Ceci est un article fictif parlant de Politique, Santé, Politique à Paris, Dakar, Alger."
2022-08-16,Article sur Politique et Culture,"['Politique', 'Culture']",['Washington'],[],[],"Ceci est un article fictif parlant de Politique, Culture à Washington."
2022-04-21,Article sur Environnement et Environnement,['Environnement'],"['Pékin', 'Dakar', 'Alger']",['FMI'],['Von der Leyen'],"Ceci est un article fictif parlant de Environnement à Pékin, Dakar, Alger."
2023-05-15,Article sur Économie et Environnement,"['Économie', 'Sport', 'Environnement']","['Bruxelles', 'Berlin']",[],[],"Ceci est un article fictif parlant de Économie, Sport, Environnement à Bruxelles, Berlin."
2022-03-01,Article sur Culture et Technologie,"['Culture', 'Technologie']","['Alger', 'Bruxelles']",['FMI'],['Musk'],"Ceci est un article fictif parlant de Culture, Technologie à Alger, Bruxelles."
2022-08-08,Article sur Culture et Culture,['Culture'],['Bruxelles'],[],"['Xi Jinping', 'Biden']",Ceci est un article fictif parlant de Culture à Bruxelles.
